title,revenue,budget,genres,release_date,original_language,profit
The League of Extraordinary Gentlemen,179265204,78000000,"Fantasy, Action, Thriller, Science Fiction",7/11/2003,en,101265204
R.I.P.D.,61648500,130000000,"Fantasy, Action, Comedy",7/18/2013,en,-68351500
The Heat,158674180,43000000,"Action, Comedy, Crime",6/27/2013,en,115674180
The NeverEnding Story,20158808,27000000,"Adventure, Fantasy, Family, Drama",4/6/1984,en,-6841192
The Mask of Zorro,250288523,95000000,"Action, Adventure",7/16/1998,en,155288523
Home,368871007,135000000,"Fantasy, Comedy, Animation, Science Fiction, Family",3/18/2015,en,233871007
Morbius,167500000,75000000,"Action, Science Fiction, Fantasy",3/30/2022,en,92500000
The Menu,79628200,35000000,"Comedy, Thriller, Horror",11/17/2022,en,44628200
Gone with the Wind,402352579,4000000,"Drama, War, Romance",12/15/1939,en,398352579
Rush Hour 2,347325802,90000000,"Action, Comedy, Crime",8/3/2001,en,257325802
The First Purge,137056262,13000000,"Horror, Action, Thriller",7/4/2018,en,124056262
The Birds,11500000,2500000,Horror,3/28/1963,en,9000000
Scream 2,172363301,24000000,"Horror, Mystery",12/12/1997,en,148363301
The Last Airbender,319713881,150000000,"Action, Adventure, Fantasy",6/30/2010,en,169713881
True Lies,378882411,115000000,"Action, Thriller",7/15/1994,en,263882411
Knocked Up,219922417,30000000,"Comedy, Romance, Drama",6/1/2007,en,189922417
Final Destination 2,90941129,26000000,"Horror, Mystery",1/31/2003,en,64941129
Resident Evil: Retribution,240159255,65000000,"Action, Horror, Science Fiction",9/12/2012,en,175159255
Planet of the Apes,362211740,100000000,"Thriller, Science Fiction, Action, Adventure",7/25/2001,en,262211740
When Harry Met Sally...,92823546,16000000,"Comedy, Romance, Drama",7/21/1989,en,76823546
What's Eating Gilbert Grape,10032765,11000000,"Romance, Drama",12/17/1993,en,-967235
Love and Monsters,1122066,30000000,"Comedy, Action, Adventure, Fantasy",10/16/2020,en,-28877934
Army of the Dead,190700000,90000000,"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy",5/14/2021,en,100700000
Monster House,140175006,75000000,"Animation, Comedy, Family, Fantasy",6/30/2006,en,65175006
Beverly Hills Cop,316360478,14000000,"Action, Comedy, Crime",12/5/1984,en,302360478
The Prince of Egypt,218613188,70000000,"Adventure, Animation, Drama, Family",12/16/1998,en,148613188
Garfield,200804534,50000000,"Animation, Comedy, Family",6/10/2004,en,150804534
Elf,225097437,32000000,"Comedy, Family, Fantasy",10/9/2003,en,193097437
Spring Breakers,31724284,5000000,"Drama, Crime",1/24/2013,en,26724284
Yesterday,88092097,26000000,"Comedy, Fantasy, Music, Romance",6/26/2019,en,62092097
Chicken Little,314432665,150000000,"Animation, Family, Comedy",11/4/2005,en,164432665
Legally Blonde,141774679,18000000,"Comedy, Romance",7/13/2001,en,123774679
What Women Want,374111707,70000000,"Comedy, Romance",12/15/2000,en,304111707
Lights Out,148868835,4900000,"Horror, Thriller, Mystery",7/21/2016,en,143968835
Dawn of the Dead,102278712,26000000,"Horror, Action",3/19/2004,en,76278712
Seven Psychopaths,33035736,15000000,"Comedy, Crime",10/12/2012,en,18035736
Straight Outta Compton,201634991,28000000,"Drama, Music, History",8/11/2015,en,173634991
Fracture,91354215,10000000,Thriller,4/19/2007,en,81354215
A Cure for Wellness,26620002,40000000,"Horror, Mystery, Science Fiction",2/15/2017,en,-13379998
The Northman,69633110,70000000,"Action, Adventure, Fantasy",4/7/2022,en,-366890
Unknown,130786397,30000000,"Action, Mystery, Thriller",2/16/2011,en,100786397
"Everything, Everything",61621140,10000000,"Drama, Romance",5/18/2017,en,51621140
Searching,75462037,1000000,"Thriller, Mystery, Drama",8/24/2018,en,74462037
The Hitchhiker's Guide to the Galaxy,104478416,50000000,"Adventure, Comedy, Science Fiction",4/28/2005,en,54478416
Miss Congeniality,212000000,45000000,"Comedy, Crime, Action",12/22/2000,en,167000000
Blade: Trinity,128905366,65000000,"Action, Horror, Fantasy",12/8/2004,en,63905366
The Evil Dead,29612367,350000,Horror,9/10/1981,en,29262367
"Hail, Caesar!",63647656,22000000,"Comedy, Crime",2/5/2016,en,41647656
Begin Again,63464861,8000000,"Comedy, Music, Romance, Drama",9/7/2013,en,55464861
Billy Elliot,109280263,5000000,"Drama, Comedy, Music",9/28/2000,en,104280263
The Grey,77278331,25000000,"Drama, Thriller, Action, Adventure",1/26/2012,en,52278331
Puss in Boots,554987477,130000000,"Animation, Family, Fantasy, Adventure, Comedy",10/27/2011,en,424987477
The Boy,73929392,10000000,"Horror, Thriller, Mystery",1/22/2016,en,63929392
Annie Hall,38288028,4000000,"Comedy, Drama, Romance",4/19/1977,en,34288028
Rambo,113244290,50000000,"Action, Thriller, War",1/24/2008,en,63244290
The Sword in the Stone,22182353,3000000,"Animation, Family",12/25/1963,en,19182353
The Patriot,215294342,110000000,"Drama, History, War, Action",6/28/2000,en,105294342
The Man in the Iron Mask,182968902,35000000,"Adventure, Action, Drama",3/12/1998,en,147968902
The Crow,50694672,23000000,"Fantasy, Action, Thriller",5/11/1994,en,27694672
47 Ronin,151783839,175000000,"Drama, Action, Fantasy",12/6/2013,en,-23216161
Revolutionary Road,75981180,35000000,"Drama, Romance",12/19/2008,en,40981180
Godzilla,379014294,130000000,"Science Fiction, Action, Thriller",5/20/1998,en,249014294
Sin City: A Dame to Kill For,39407616,65000000,"Crime, Action, Thriller",8/20/2014,en,-25592384
Ghost Rider: Spirit of Vengeance,132563930,57000000,"Action, Fantasy, Thriller",12/10/2011,en,75563930
Legend,42972994,25000000,"Crime, Thriller",9/9/2015,en,17972994
Rosemary's Baby,33395426,3200000,"Drama, Horror, Thriller",6/12/1968,en,30195426
Rambo: Last Blood,91490353,50000000,"Action, Thriller, Drama",9/19/2019,en,41490353
Resident Evil: Afterlife,300228084,60000000,"Action, Adventure, Horror, Science Fiction",9/9/2010,en,240228084
GoldenEye,352194034,58000000,"Adventure, Action, Thriller",11/16/1995,en,294194034
The Neon Demon,3377430,7000000,"Thriller, Horror",5/31/2016,en,-3622570
The Smurfs,563749323,110000000,"Animation, Family, Adventure, Comedy, Fantasy",7/29/2011,en,453749323
Lincoln,275293450,65000000,"History, Drama",11/9/2012,en,210293450
Goosebumps,158162788,58000000,"Adventure, Horror, Comedy",8/5/2015,en,100162788
Final Destination 3,118890272,25000000,"Horror, Mystery",2/9/2006,en,93890272
Rambo: First Blood Part II,300400432,44000000,"Action, Adventure, Thriller, War",5/21/1985,en,256400432
The Croods: A New Age,215905815,65000000,"Animation, Family, Adventure, Fantasy, Comedy",11/25/2020,en,150905815
The Descent,57130027,3500000,"Adventure, Horror",7/8/2005,en,53630027
White Chicks,113086475,37000000,"Comedy, Crime",6/23/2004,en,76086475
Identity,90259536,28000000,"Mystery, Thriller",4/25/2003,en,62259536
"Me, Myself & Irene",149270999,51000000,Comedy,6/22/2000,en,98270999
50/50,39187783,8000000,"Comedy, Drama",9/30/2011,en,31187783
Step Up,114194847,12000000,"Music, Drama, Romance, Crime",8/11/2006,en,102194847
How to Lose a Guy in 10 Days,177502387,50000000,"Comedy, Romance",2/7/2003,en,127502387
Enemy of the State,250649836,90000000,"Action, Drama, Thriller",11/20/1998,en,160649836
Flushed Away,178120010,149000000,"Adventure, Animation, Comedy, Family",10/22/2006,en,29120010
Freaky Friday,160846332,26000000,"Comedy, Family, Fantasy",8/5/2003,en,134846332
The Road to El Dorado,76432727,95000000,"Family, Adventure, Animation, Comedy, Fantasy",3/31/2000,en,-18567273
Basic Instinct,352927224,49000000,"Thriller, Mystery",3/20/1992,en,303927224
Downsizing,55003890,68000000,"Drama, Science Fiction",12/22/2017,en,-12996110
Death Race,76014335,45000000,"Action, Thriller, Science Fiction",8/22/2008,en,31014335
Vacation,104384188,31000000,Comedy,7/28/2015,en,73384188
Pineapple Express,101624843,27000000,"Action, Comedy, Crime",8/6/2008,en,74624843
Superman,300218018,55000000,"Science Fiction, Action, Adventure",12/14/1978,en,245218018
The Road,27635305,32000000,"Adventure, Drama",11/25/2009,en,-4364695
Vicky Cristina Barcelona,96409300,15000000,"Drama, Romance",8/15/2008,en,81409300
The Bucket List,175372502,45000000,"Drama, Comedy",12/25/2007,en,130372502
As Good as It Gets,314178011,50000000,"Drama, Comedy, Romance",12/19/1997,en,264178011
You Don't Mess with the Zohan,204313400,90000000,"Comedy, Action",6/5/2008,en,114313400
Carol,40272135,11800000,"Romance, Drama",11/20/2015,en,28472135
Chinatown,30000000,6000000,"Crime, Drama, Mystery, Thriller",6/20/1974,en,24000000
Jennifer's Body,31556061,16000000,"Horror, Comedy",9/18/2009,en,15556061
"Girl, Interrupted",48350205,40000000,Drama,12/21/1999,en,8350205
Molly's Game,59284015,30000000,"Drama, Crime",12/7/2017,en,29284015
Babel,135330182,25000000,Drama,9/8/2006,en,110330182
Carrie,25878153,1800000,"Horror, Thriller",11/3/1976,en,24078153
Underworld: Blood Wars,81093313,35000000,"Fantasy, Action, Thriller, Horror",11/24/2016,en,46093313
Crank,42931041,12000000,"Action, Thriller, Crime",8/31/2006,en,30931041
The Lucky One,99357138,25000000,"Drama, Romance",4/19/2012,en,74357138
The Deer Hunter,49000000,15000000,"Drama, War",12/8/1978,en,34000000
The Call of the Wild,111202881,109000000,"Adventure, Family, Drama",2/19/2020,en,2202881
The Grinch,508575295,75000000,"Animation, Family, Comedy, Fantasy",11/8/2018,en,433575295
Dolittle,251410631,175000000,"Family, Fantasy, Adventure",1/2/2020,en,76410631
Sunshine,34806812,50000000,"Drama, Science Fiction, Thriller",4/5/2007,en,-15193188
Modern Times,1800000,1500000,"Comedy, Drama",2/5/1936,en,300000
Phone Booth,97837138,13000000,Thriller,4/4/2003,en,84837138
Gone Baby Gone,34619699,19000000,"Crime, Drama, Mystery",9/18/2007,en,15619699
Valkyrie,200276000,75000000,"Drama, Thriller, War",12/25/2008,en,125276000
He's Just Not That Into You,178866158,40000000,"Comedy, Romance, Drama",2/6/2009,en,138866158
Drag Me to Hell,90810892,30000000,"Horror, Thriller",3/15/2009,en,60810892
The Angry Birds Movie,349779543,73000000,"Animation, Adventure, Comedy",5/11/2016,en,276779543
Remember Me,56032889,16000000,"Drama, Romance",3/11/2010,en,40032889
Crazy Rich Asians,238539198,30000000,"Comedy, Drama, Romance",8/15/2018,en,208539198
Kubo and the Two Strings,76249438,60000000,"Animation, Adventure, Family",8/18/2016,en,16249438
Finding Neverland,116766556,25000000,Drama,10/17/2004,en,91766556
Paddington,259207227,55000000,"Comedy, Adventure, Family",11/24/2014,en,204207227
The Last Witch Hunter,146936910,90000000,"Fantasy, Action, Adventure",10/21/2015,en,56936910
Saw IV,139352633,10000000,"Horror, Thriller, Crime",10/25/2007,en,129352633
The Other Woman,196781193,40000000,"Comedy, Romance",4/16/2014,en,156781193
Isn't It Romantic,48800000,31000000,"Comedy, Fantasy, Romance",2/13/2019,en,17800000
Waterworld,264218220,175000000,"Adventure, Action, Science Fiction",7/28/1995,en,89218220
The Wrestler,44734660,6000000,"Drama, Romance",9/7/2008,en,38734660
Secret Window,92913171,40000000,"Mystery, Thriller",3/12/2004,en,52913171
Underworld: Rise of the Lycans,92158961,35000000,"Fantasy, Action, Thriller",1/22/2009,en,57158961
Bicentennial Man,87423861,100000000,"Science Fiction, Drama",12/17/1999,en,-12576139
Up in the Air,166842739,25000000,"Drama, Romance",9/5/2009,en,141842739
Demolition Man,58055768,57000000,"Crime, Action, Science Fiction",10/8/1993,en,1055768
The Monuments Men,154984035,70000000,"War, Drama, History, Action",1/24/2014,en,84984035
The Disaster Artist,29820616,10000000,"Comedy, Drama",3/12/2017,en,19820616
Get Smart,230685453,80000000,"Action, Comedy, Thriller",6/19/2008,en,150685453
Hostel,81979826,4800000,Horror,1/6/2006,en,77179826
Road to Perdition,181001478,80000000,"Crime, Drama, Thriller",7/12/2002,en,101001478
High School Musical 3: Senior Year,252909177,11000000,"Comedy, Romance, Drama, Family, Music",10/11/2008,en,241909177
Trolls,346864462,125000000,"Family, Animation, Fantasy, Adventure, Comedy, Music",10/13/2016,en,221864462
The Ugly Truth,321682600,38000000,"Comedy, Romance",7/24/2009,en,283682600
Jigsaw,102952888,10000000,"Horror, Mystery, Thriller",10/25/2017,en,92952888
Falling Down,40903593,25000000,"Crime, Drama, Thriller",2/26/1993,en,15903593
Big,151927281,18000000,"Fantasy, Drama, Comedy, Romance, Family",6/3/1988,en,133927281
Scream 4,97231420,40000000,"Horror, Mystery",4/11/2011,en,57231420
The Naked Gun: From the Files of Police Squad!,78756177,12000000,"Comedy, Crime",12/2/1988,en,66756177
Mad Max 2,24600832,2000000,"Adventure, Action, Thriller, Science Fiction",12/24/1981,en,22600832
Big Eyes,28883511,10000000,Drama,12/24/2014,en,18883511
Safe House,208076205,85000000,"Action, Thriller",2/8/2012,en,123076205
Transporter 2,89083229,32000000,"Action, Thriller, Crime",8/3/2005,en,57083229
Bad Times at the El Royale,31882724,32000000,"Thriller, Drama, Mystery, Crime",10/4/2018,en,-117276
Enemy at the Gates,96976270,68000000,"Drama, War, History",3/14/2001,en,28976270
The Woman in Black,127730736,17000000,"Drama, Horror, Thriller",2/3/2012,en,110730736
Transformers: Rise of the Beasts,429800000,195000000,"Action, Adventure, Science Fiction",6/6/2023,en,234800000
Dr. No,59567035,1200000,"Adventure, Action, Thriller",10/7/1962,en,58367035
Nope,170823080,68000000,"Horror, Science Fiction, Mystery",7/20/2022,en,102823080
9,48428063,30000000,"Action, Adventure, Animation, Science Fiction, Thriller",8/19/2009,en,18428063
Goldfinger,124881062,2500000,"Adventure, Action, Thriller",9/20/1964,en,122381062
Swiss Army Man,4900000,3000000,"Comedy, Drama, Romance, Fantasy, Adventure",6/24/2016,en,1900000
Disturbia,117760134,20000000,"Thriller, Drama, Mystery",4/12/2007,en,97760134
Before I Fall,18900000,5000000,"Drama, Mystery, Thriller, Fantasy",3/2/2017,en,13900000
The Happening,163403799,60000000,"Thriller, Science Fiction",6/11/2008,en,103403799
Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,"Action, Adventure, Comedy, Family, Science Fiction",6/1/2016,en,110623848
3:10 to Yuma,70016220,55000000,Western,9/6/2007,en,15016220
What We Do in the Shadows,6263224,1600000,"Comedy, Horror",6/19/2014,en,4663224
The Darjeeling Limited,24377151,16000000,"Adventure, Drama, Comedy",9/7/2007,en,8377151
Midnight Sun,27365467,2800000,"Romance, Drama",3/22/2018,en,24565467
Sleepers,165615285,44000000,"Crime, Drama, Thriller",10/18/1996,en,121615285
Magnolia,48451803,37000000,Drama,12/10/1999,en,11451803
The Talented Mr. Ripley,128798265,40000000,"Thriller, Crime, Drama",12/25/1999,en,88798265
Blue Jasmine,99206215,18000000,Drama,8/1/2013,en,81206215
Unstoppable,167805466,100000000,"Action, Thriller",11/4/2010,en,67805466
Logan Lucky,48453605,29000000,"Comedy, Crime, Action, Drama",8/17/2017,en,19453605
Fall,16120263,3000000,Thriller,8/11/2022,en,13120263
The Lorax,348840316,70000000,"Animation, Family",3/1/2012,en,278840316
Blended,127994610,40000000,"Comedy, Romance",5/21/2014,en,87994610
13 Hours: The Secret Soldiers of Benghazi,69411370,50000000,"War, Action, History, Drama",1/14/2016,en,19411370
Phantom Thread,47756590,35000000,"Drama, Romance",12/25/2017,en,12756590
M3GAN,179960167,12000000,"Science Fiction, Horror",12/28/2022,en,167960167
Homefront,43058898,22000000,"Action, Thriller",11/12/2013,en,21058898
Melancholia,15946321,7400000,"Drama, Science Fiction",5/26/2011,en,8546321
Rio 2,500188435,103000000,"Animation, Adventure, Comedy, Family",3/19/2014,en,397188435
Serenity,38869464,39000000,"Science Fiction, Action, Adventure, Thriller",9/25/2005,en,-130536
Point Break,83531958,24000000,"Action, Thriller, Crime",1/31/1991,en,59531958
Die Another Day,431971116,140000000,"Adventure, Action, Thriller",11/17/2002,en,291971116
Annabelle Comes Home,231252591,30000000,"Horror, Mystery, Thriller",6/26/2019,en,201252591
The Last Song,89137047,20000000,"Drama, Family, Romance",3/31/2010,en,69137047
Brothers,43474578,26000000,"Drama, Thriller, War",12/2/2009,en,17474578
Crash,98410061,6500000,Drama,5/6/2005,en,91910061
Sicario: Day of the Soldado,75836683,35000000,"Action, Crime, Thriller",6/27/2018,en,40836683
The Girl Next Door,31635150,21000000,"Comedy, Romance",4/9/2004,en,10635150
DodgeBall: A True Underdog Story,167722310,20000000,Comedy,6/18/2004,en,147722310
A Few Good Men,243240178,40000000,Drama,12/11/1992,en,203240178
Battle: Los Angeles,211819354,70000000,"Science Fiction, Action",3/8/2011,en,141819354
The Bone Collector,151493655,73000000,"Drama, Mystery, Thriller, Crime",11/4/1999,en,78493655
Angel Has Fallen,146661977,40000000,"Action, Thriller",8/21/2019,en,106661977
Rocky Balboa,155929020,24000000,Drama,12/20/2006,en,131929020
Unfriended,62882090,1000000,"Horror, Mystery, Thriller",10/22/2014,en,61882090
This Means War,156974557,65000000,"Action, Comedy, Romance",2/14/2012,en,91974557
Spy Kids,147934180,35000000,"Action, Comedy, Family, Adventure",3/18/2001,en,112934180
War Horse,177584879,66000000,"War, History, Drama, Adventure",12/25/2011,en,111584879
Scream 3,161834276,40000000,"Horror, Mystery",2/3/2000,en,121834276
The Elephant Man,26010864,5000000,"Drama, History",10/9/1980,en,21010864
Identity Thief,173965010,35000000,"Comedy, Crime",2/7/2013,en,138965010
Some Like It Hot,25000000,2883848,"Comedy, Romance, Crime",3/19/1959,en,22116152
Burnt,36606743,20000000,Drama,10/2/2015,en,16606743
Johnny English,160583018,40000000,"Adventure, Action, Comedy",3/14/2003,en,120583018
The BFG,195243411,140000000,"Adventure, Family, Fantasy",6/1/2016,en,55243411
The Day the Earth Stood Still,233093859,80000000,"Drama, Science Fiction, Thriller",12/10/2008,en,153093859
Forgetting Sarah Marshall,105173115,30000000,"Comedy, Romance, Drama",4/17/2008,en,75173115
101 Dalmatians,320689294,54000000,"Family, Comedy",11/27/1996,en,266689294
Under the Skin,5735963,13300000,"Thriller, Science Fiction, Drama",3/14/2014,en,-7564037
Pitch Perfect 3,184724494,45000000,"Comedy, Music",12/20/2017,en,139724494
The Gray Man,454023,200000000,"Action, Thriller",7/13/2022,en,-199545977
